closure_id,kind,station_name,role,timestamp,passengers,expected,q10,q90,slot_mean,b_q90,in80,above_q90,below_q10,baseline_above_q90
0,line_section,U Krumme Lanke (Berlin),endpoint_or_interchange,2026-06-15 08:00:00,318,178.5194549560547,20.585355758666992,435.19549560546875,185.20689655172413,496.80000000000007,True,False,False,False
0,line_section,U Krumme Lanke (Berlin),endpoint_or_interchange,2026-06-15 08:15:00,313,186.77871704101562,22.03050994873047,449.94012451171875,194.24561403508773,496.80000000000007,True,False,False,False
0,line_section,U Krumme Lanke (Berlin),endpoint_or_interchange,2026-06-15 08:30:00,131,168.93359375,18.85236358642578,412.6882019042969,178.9298245614035,496.80000000000007,True,False,False,False
0,line_section,U Krumme Lanke (Berlin),endpoint_or_interchange,2026-06-15 08:45:00,0,235.16757202148438,31.887310028076172,498.1148986816406,246.64912280701753,496.80000000000007,False,False,True,False
0,line_section,U Krumme Lanke (Berlin),endpoint_or_interchange,2026-06-15 09:00:00,117,159.46522521972656,17.545265197753906,386.9315490722656,172.56140350877192,365.0,True,False,False,False
0,line_section,U Krumme Lanke (Berlin),endpoint_or_interchange,2026-06-15 09:15:00,50,148.32989501953125,15.89877700805664,353.29400634765625,163.20689655172413,365.0,True,False,False,False
0,line_section,U Krumme Lanke (Berlin),endpoint_or_interchange,2026-06-15 09:30:00,9,105.84408569335938,10.846048355102539,244.95191955566406,113.72413793103448,365.0,False,False,True,False
0,line_section,U Krumme Lanke (Berlin),endpoint_or_interchange,2026-06-15 09:45:00,57,110.32450103759766,11.290755271911621,254.93038940429688,121.10344827586206,365.0,True,False,False,False
0,line_section,U Krumme Lanke (Berlin),endpoint_or_interchange,2026-06-15 10:00:00,53,107.5628433227539,11.067777633666992,247.83157348632812,121.44827586206897,191.0,True,False,False,False
0,line_section,U Krumme Lanke (Berlin),endpoint_or_interchange,2026-06-15 10:15:00,9,68.3755111694336,6.652756214141846,155.11431884765625,74.15517241379311,191.0,True,False,False,False
0,line_section,U Onkel Toms Hütte (Berlin),closed_unserved,2026-06-15 08:00:00,185,223.82916259765625,29.8314266204834,490.06378173828125,227.98275862068965,500.0,True,False,False,False
0,line_section,U Onkel Toms Hütte (Berlin),closed_unserved,2026-06-15 08:15:00,65,201.3193359375,25.18937873840332,469.91754150390625,207.78947368421052,500.0,True,False,False,False
0,line_section,U Onkel Toms Hütte (Berlin),closed_unserved,2026-06-15 08:30:00,500,164.1566925048828,17.899324417114258,400.8923645019531,173.47368421052633,500.0,False,True,False,False
0,line_section,U Onkel Toms Hütte (Berlin),closed_unserved,2026-06-15 08:45:00,207,170.46714782714844,19.274137496948242,416.081787109375,181.35087719298247,500.0,True,False,False,False
0,line_section,U Onkel Toms Hütte (Berlin),closed_unserved,2026-06-15 09:00:00,40,138.75009155273438,14.312009811401367,329.8834228515625,149.40350877192984,326.0,True,False,False,False
0,line_section,U Onkel Toms Hütte (Berlin),closed_unserved,2026-06-15 09:15:00,152,133.76165771484375,13.816645622253418,315.7294006347656,146.06896551724137,326.0,True,False,False,False
